,price,id,zipcode,condition,median_price,recomendations
46,700000.0,8073000495,98178,3,278277.0,não comprar
47,178000.0,3800008,98178,3,278277.0,comprar
48,160000.0,2172000750,98178,3,278277.0,comprar
49,100000.0,7813200115,98178,3,278277.0,comprar
50,330000.0,4058801240,98178,4,278277.0,não comprar
51,355000.0,9282801720,98178,4,278277.0,não comprar
52,119900.0,3352402250,98178,3,278277.0,comprar
53,200000.0,7657000165,98178,3,278277.0,comprar
54,345100.0,561000300,98178,3,278277.0,não comprar
55,200000.0,399000195,98178,3,278277.0,comprar
56,210000.0,3348401584,98178,3,278277.0,comprar
57,359950.0,1159100100,98178,4,278277.0,não comprar
58,360000.0,8073000265,98178,4,278277.0,não comprar
59,265000.0,399000025,98178,3,278277.0,comprar
60,195000.0,9368700031,98178,3,278277.0,comprar
61,353000.0,1180500100,98178,3,278277.0,não comprar
62,499900.0,3991400080,98178,3,278277.0,não comprar
63,169000.0,3352402195,98178,3,278277.0,comprar
64,220000.0,2328800130,98178,3,278277.0,comprar
65,279000.0,9282801950,98178,3,278277.0,não comprar
66,372500.0,3348401319,98178,3,278277.0,não comprar
67,235000.0,8068000585,98178,5,278277.0,comprar
68,1100000.0,623059016,98178,3,278277.0,não comprar
69,258000.0,7129300420,98178,5,278277.0,comprar
70,241000.0,4060000440,98178,3,278277.0,comprar
71,261000.0,185000161,98178,3,278277.0,comprar
72,390000.0,7878400022,98178,3,278277.0,não comprar
73,375000.0,4141680190,98178,3,278277.0,não comprar
74,352000.0,3810000020,98178,3,278277.0,não comprar
75,287000.0,4058801310,98178,3,278277.0,não comprar
76,241000.0,8068000305,98178,3,278277.0,comprar
77,295000.0,8067000020,98178,3,278277.0,não comprar
78,800000.0,4058801702,98178,3,278277.0,não comprar
79,375000.0,9368700006,98178,3,278277.0,não comprar
80,212000.0,1180008315,98178,5,278277.0,comprar
81,350000.0,3810000480,98178,5,278277.0,não comprar
82,336000.0,4327600010,98178,3,278277.0,não comprar
83,303100.0,3878900185,98178,3,278277.0,não comprar
84,356200.0,8069000216,98178,5,278277.0,não comprar
85,205000.0,7657000225,98178,3,278277.0,comprar
86,353000.0,4058200630,98178,4,278277.0,não comprar
87,552000.0,7130300170,98178,4,278277.0,não comprar
88,343000.0,6706200130,98178,3,278277.0,não comprar
89,288250.0,1823059106,98178,3,278277.0,não comprar
90,216000.0,3352400330,98178,3,278277.0,comprar
91,340000.0,3810000455,98178,3,278277.0,não comprar
92,258000.0,4136800205,98178,3,278277.0,comprar
93,472000.0,4058200985,98178,4,278277.0,não comprar
94,170000.0,7812800865,98178,3,278277.0,comprar
95,199950.0,7657600195,98178,3,278277.0,comprar
96,315000.0,1180000625,98178,3,278277.0,não comprar
97,153000.0,7812801115,98178,3,278277.0,comprar
98,203000.0,9282800065,98178,3,278277.0,comprar
99,210000.0,3348401095,98178,3,278277.0,comprar
100,361000.0,3878900815,98178,3,278277.0,não comprar
101,315000.0,8068000730,98178,5,278277.0,não comprar
102,495000.0,9218400088,98178,3,278277.0,não comprar
103,190000.0,2144800615,98178,3,278277.0,comprar
104,239300.0,2520900301,98178,3,278277.0,comprar
105,248000.0,2172000846,98178,3,278277.0,comprar
106,289900.0,7657600025,98178,3,278277.0,não comprar
107,159075.0,7812800515,98178,3,278277.0,comprar
108,323500.0,7689600650,98178,3,278277.0,não comprar
109,350000.0,4058801225,98178,4,278277.0,não comprar
110,225000.0,3352400325,98178,3,278277.0,comprar
111,265950.0,1180007005,98178,4,278277.0,comprar
112,304000.0,372000040,98178,3,278277.0,não comprar
113,323000.0,3878900395,98178,3,278277.0,não comprar
114,230000.0,179001425,98178,3,278277.0,comprar
115,272000.0,4058801065,98178,5,278277.0,comprar
116,349170.0,2976800115,98178,3,278277.0,não comprar
117,264250.0,7812800775,98178,3,278277.0,comprar
118,339950.0,4059400265,98178,4,278277.0,não comprar
119,315000.0,7390400026,98178,3,278277.0,não comprar
120,270000.0,2144800117,98178,3,278277.0,comprar
121,256000.0,4058801230,98178,3,278277.0,comprar
122,284200.0,1123049129,98178,3,278277.0,não comprar
123,230000.0,7812801925,98178,4,278277.0,comprar
124,292050.0,5476800069,98178,3,278277.0,não comprar
125,228000.0,4440400125,98178,3,278277.0,comprar
126,339000.0,9282800075,98178,4,278277.0,não comprar
127,235000.0,1180002075,98178,3,278277.0,comprar
128,466000.0,3878900270,98178,4,278277.0,não comprar
129,257000.0,179000505,98178,3,278277.0,comprar
130,166000.0,7812800681,98178,4,278277.0,comprar
131,340500.0,1180000885,98178,4,278277.0,não comprar
132,269000.0,1180002735,98178,4,278277.0,comprar
133,301350.0,2976800700,98178,5,278277.0,não comprar
134,290500.0,179000240,98178,3,278277.0,não comprar
135,415000.0,2045400075,98178,3,278277.0,não comprar
136,251000.0,4279900140,98178,5,278277.0,comprar
137,450000.0,7390400069,98178,3,278277.0,não comprar
138,318000.0,3348401382,98178,5,278277.0,não comprar
139,238950.0,3352401090,98178,3,278277.0,comprar
140,137900.0,9368700270,98178,3,278277.0,comprar
141,315000.0,2144800311,98178,3,278277.0,não comprar
142,354000.0,1180002470,98178,3,278277.0,não comprar
143,324950.0,6002400030,98178,3,278277.0,não comprar
144,750000.0,7567600030,98178,4,278277.0,não comprar
145,230000.0,3352402272,98178,4,278277.0,comprar
146,219950.0,4058802255,98178,3,278277.0,comprar
147,343500.0,4058800875,98178,4,278277.0,não comprar
148,275000.0,1180003435,98178,3,278277.0,comprar
149,272000.0,3878900681,98178,3,278277.0,comprar
150,419000.0,4058800135,98178,3,278277.0,não comprar
151,286300.0,393000311,98178,3,278277.0,não comprar
152,317000.0,2172000570,98178,4,278277.0,não comprar
153,287500.0,182000350,98178,4,278277.0,não comprar
154,222900.0,7812801125,98178,3,278277.0,comprar
155,625000.0,1180007375,98178,3,278277.0,não comprar
156,215000.0,7689600360,98178,3,278277.0,comprar
157,280000.0,7192200040,98178,3,278277.0,não comprar
158,218000.0,7657000085,98178,3,278277.0,comprar
159,281000.0,2988800065,98178,3,278277.0,não comprar
160,363500.0,1262700040,98178,5,278277.0,não comprar
161,170000.0,7812800155,98178,2,278277.0,não comprar
162,207000.0,7689600330,98178,3,278277.0,comprar
163,319950.0,4058801325,98178,5,278277.0,não comprar
164,245000.0,3352400905,98178,3,278277.0,comprar
165,255000.0,393000385,98178,3,278277.0,comprar
166,372000.0,393000142,98178,3,278277.0,não comprar
167,300000.0,4058802300,98178,3,278277.0,não comprar
168,150000.0,2976800749,98178,3,278277.0,comprar
169,190000.0,2172000035,98178,3,278277.0,comprar
170,265000.0,1423049029,98178,3,278277.0,comprar
171,415000.0,4058801575,98178,3,278277.0,não comprar
172,265000.0,3348401490,98178,3,278277.0,comprar
173,200000.0,7812800995,98178,3,278277.0,comprar
174,229950.0,4059400515,98178,3,278277.0,comprar
175,229950.0,1180003175,98178,3,278277.0,comprar
176,452100.0,4058800925,98178,3,278277.0,não comprar
177,223000.0,3348401622,98178,5,278277.0,comprar
178,361000.0,4058200040,98178,3,278277.0,não comprar
179,260000.0,2976800145,98178,3,278277.0,comprar
180,335750.0,2976800360,98178,3,278277.0,não comprar
181,406000.0,7129300175,98178,4,278277.0,não comprar
182,229000.0,179001046,98178,3,278277.0,comprar
183,295000.0,5476800201,98178,4,278277.0,não comprar
184,239950.0,1180005280,98178,4,278277.0,comprar
185,219900.0,7812801590,98178,3,278277.0,comprar
186,416100.0,4058800500,98178,3,278277.0,não comprar
187,200000.0,3352400351,98178,4,278277.0,comprar
188,194000.0,7812801850,98178,3,278277.0,comprar
189,135000.0,179001101,98178,3,278277.0,comprar
190,245000.0,7961500010,98178,3,278277.0,comprar
191,520000.0,7961500010,98178,3,278277.0,não comprar
192,225000.0,2172000894,98178,3,278277.0,comprar
193,157500.0,1123049027,98178,3,278277.0,comprar
194,475000.0,9218400050,98178,4,278277.0,não comprar
195,329000.0,3878900525,98178,3,278277.0,não comprar
196,147000.0,3347400525,98178,3,278277.0,comprar
197,225000.0,1180005220,98178,4,278277.0,comprar
198,840500.0,8073000585,98178,3,278277.0,não comprar
199,299980.0,4060000020,98178,3,278277.0,não comprar
200,254500.0,2172000285,98178,3,278277.0,comprar
201,249950.0,7657600005,98178,4,278277.0,comprar
202,700000.0,8073000491,98178,3,278277.0,não comprar
203,415000.0,1180008370,98178,3,278277.0,não comprar
204,345000.0,3878900225,98178,3,278277.0,não comprar
205,399000.0,8068000440,98178,5,278277.0,não comprar
206,325000.0,1223049150,98178,3,278277.0,não comprar
207,180000.0,1180002580,98178,2,278277.0,não comprar
208,329950.0,723059073,98178,3,278277.0,não comprar
209,218000.0,4059400585,98178,4,278277.0,comprar
210,326000.0,4058802335,98178,3,278277.0,não comprar
211,439000.0,2045800006,98178,5,278277.0,não comprar
212,277554.0,2171400199,98178,3,278277.0,comprar
213,216500.0,7689600630,98178,4,278277.0,comprar
214,225000.0,4059400190,98178,4,278277.0,comprar
215,869000.0,8073000480,98178,3,278277.0,não comprar
216,227000.0,7812801700,98178,3,278277.0,comprar
217,253000.0,4060000290,98178,5,278277.0,comprar
218,255000.0,4060000170,98178,3,278277.0,comprar
219,227000.0,1123049126,98178,3,278277.0,comprar
220,199988.0,3352401476,98178,3,278277.0,comprar
221,300000.0,4058801680,98178,3,278277.0,não comprar
222,315000.0,7129300500,98178,3,278277.0,não comprar
223,463000.0,1180005050,98178,3,278277.0,não comprar
224,220000.0,3347401315,98178,4,278277.0,comprar
225,285000.0,1180002745,98178,3,278277.0,não comprar
226,261590.0,3151600035,98178,3,278277.0,comprar
227,90000.0,1423049019,98178,3,278277.0,comprar
228,220000.0,1423049019,98178,3,278277.0,comprar
229,159100.0,7812800855,98178,3,278277.0,comprar
230,430000.0,4058800215,98178,3,278277.0,não comprar
231,345000.0,3810000843,98178,4,278277.0,não comprar
232,292000.0,7812500180,98178,3,278277.0,não comprar
233,380000.0,1180008355,98178,5,278277.0,não comprar
234,235000.0,7812800215,98178,3,278277.0,comprar
235,280000.0,7657000210,98178,5,278277.0,não comprar
236,165000.0,7657000540,98178,3,278277.0,comprar
237,260000.0,7657000540,98178,3,278277.0,comprar
238,465000.0,4058801780,98178,3,278277.0,não comprar
239,361000.0,9282801450,98178,3,278277.0,não comprar
240,202500.0,7689600215,98178,3,278277.0,comprar
241,385000.0,4058800930,98178,3,278277.0,não comprar
242,291000.0,1823059223,98178,3,278277.0,não comprar
243,135900.0,3352400661,98178,3,278277.0,comprar
244,244000.0,2988800011,98178,3,278277.0,comprar
245,257500.0,2144800146,98178,5,278277.0,comprar
246,190000.0,4440400155,98178,3,278277.0,comprar
247,221347.0,7812801785,98178,3,278277.0,comprar
248,224000.0,3352401037,98178,3,278277.0,comprar
249,324950.0,4058200915,98178,3,278277.0,não comprar
250,185000.0,7878400043,98178,3,278277.0,comprar
251,440000.0,9282801030,98178,3,278277.0,não comprar
252,229500.0,3878900464,98178,3,278277.0,comprar
253,334000.0,3379200100,98178,4,278277.0,não comprar
254,460000.0,1180000830,98178,3,278277.0,não comprar
255,385000.0,2172000890,98178,3,278277.0,não comprar
256,279000.0,1123049232,98178,3,278277.0,não comprar
257,445000.0,179001455,98178,3,278277.0,não comprar
258,335000.0,7813500040,98178,3,278277.0,não comprar
259,664950.0,4058800439,98178,3,278277.0,não comprar
260,450000.0,4140940130,98178,3,278277.0,não comprar
261,572000.0,4140940150,98178,3,278277.0,não comprar
262,538000.0,6414100192,98125,3,425000.0,não comprar
263,571000.0,8820901275,98125,5,425000.0,não comprar
264,315000.0,1133000671,98125,3,425000.0,comprar
265,382500.0,3992700335,98125,3,425000.0,comprar
266,425000.0,6414100671,98125,3,425000.0,não comprar
267,450000.0,9423400140,98125,3,425000.0,não comprar
268,1199000.0,8820902200,98125,3,425000.0,não comprar
269,365000.0,6381500700,98125,3,425000.0,comprar
270,425000.0,2826049234,98125,3,425000.0,não comprar
271,312000.0,6798100662,98125,3,425000.0,comprar
272,452000.0,8820903380,98125,3,425000.0,não comprar
273,730000.0,8820903380,98125,3,425000.0,não comprar
274,971000.0,8820901670,98125,3,425000.0,não comprar
275,601000.0,9455200445,98125,3,425000.0,não comprar
276,397500.0,1455100116,98125,4,425000.0,comprar
277,645000.0,1455600030,98125,3,425000.0,não comprar
278,530000.0,2826049282,98125,3,425000.0,não comprar
279,475000.0,6414100560,98125,3,425000.0,não comprar
280,528000.0,9421500070,98125,3,425000.0,não comprar
281,360000.0,5144000036,98125,3,425000.0,comprar
282,353000.0,751000060,98125,4,425000.0,comprar
283,332500.0,4427100030,98125,3,425000.0,comprar
284,632000.0,9455200570,98125,3,425000.0,não comprar
285,520000.0,1453600202,98125,3,425000.0,não comprar
286,359000.0,6370000070,98125,4,425000.0,comprar
287,549500.0,5418200295,98125,4,425000.0,não comprar
288,326000.0,8902500118,98125,3,425000.0,comprar
289,400000.0,6381500505,98125,3,425000.0,comprar
290,375000.0,2126049032,98125,5,425000.0,comprar
291,430000.0,8822901200,98125,3,425000.0,não comprar
292,387500.0,3226049117,98125,4,425000.0,comprar
293,429000.0,4073800140,98125,3,425000.0,não comprar
294,400000.0,6632300478,98125,4,425000.0,comprar
295,417000.0,2239800070,98125,3,425000.0,comprar
296,398500.0,3448000270,98125,3,425000.0,comprar
297,521000.0,2568300132,98125,5,425000.0,não comprar
298,365000.0,6414100111,98125,3,425000.0,comprar
299,467000.0,6798100070,98125,3,425000.0,não comprar
300,398000.0,4427100105,98125,5,425000.0,comprar
301,390000.0,8901000445,98125,3,425000.0,comprar
302,500000.0,8902000267,98125,3,425000.0,não comprar
303,473000.0,9423400193,98125,3,425000.0,não comprar
304,490000.0,6413100270,98125,3,425000.0,não comprar
305,490000.0,5101406441,98125,3,425000.0,não comprar
306,415000.0,3992700036,98125,3,425000.0,comprar
307,430000.0,1454100267,98125,3,425000.0,não comprar
308,760000.0,1455600015,98125,5,425000.0,não comprar
309,420000.0,9324800110,98125,5,425000.0,comprar
310,350000.0,3834000805,98125,3,425000.0,comprar
311,320000.0,6381501636,98125,4,425000.0,comprar
312,505000.0,8901001185,98125,3,425000.0,não comprar
313,517000.0,2826049165,98125,3,425000.0,não comprar
314,985000.0,1454600038,98125,3,425000.0,não comprar
315,427500.0,6381500690,98125,5,425000.0,não comprar
316,650000.0,2926049382,98125,3,425000.0,não comprar
317,228000.0,7663700792,98125,3,425000.0,comprar
318,425000.0,8820902540,98125,4,425000.0,não comprar
319,395000.0,7663700261,98125,4,425000.0,comprar
320,781000.0,5418200245,98125,3,425000.0,não comprar
321,401000.0,1160000115,98125,3,425000.0,comprar
322,349950.0,6161000015,98125,3,425000.0,comprar
323,700000.0,8901500178,98125,3,425000.0,não comprar
324,637000.0,8901001335,98125,3,425000.0,não comprar
325,357250.0,6855700115,98125,4,425000.0,comprar
326,288000.0,1453602309,98125,3,425000.0,comprar
327,310000.0,2026049125,98125,3,425000.0,comprar
328,310000.0,1787600164,98125,4,425000.0,comprar
329,512500.0,2568800121,98125,4,425000.0,não comprar
330,385100.0,3992700265,98125,4,425000.0,comprar
331,455000.0,6413600123,98125,3,425000.0,não comprar
332,430000.0,9259900025,98125,5,425000.0,não comprar
333,775000.0,4077800017,98125,4,425000.0,não comprar
334,432000.0,5101406489,98125,4,425000.0,não comprar
335,425000.0,1133000542,98125,3,425000.0,não comprar
336,480000.0,8902000407,98125,4,425000.0,não comprar
337,458000.0,5101407370,98125,3,425000.0,não comprar
338,282000.0,1787600252,98125,3,425000.0,comprar
339,527000.0,3834500195,98125,3,425000.0,não comprar
340,384400.0,2926049449,98125,3,425000.0,comprar
341,534950.0,5101408593,98125,3,425000.0,não comprar
342,430000.0,8902000068,98125,3,425000.0,não comprar
343,925000.0,1454600266,98125,3,425000.0,não comprar
344,355000.0,1454100056,98125,5,425000.0,comprar
345,450000.0,7663700654,98125,3,425000.0,não comprar
346,325000.0,3226049184,98125,3,425000.0,comprar
347,407500.0,6414100721,98125,3,425000.0,comprar
348,316750.0,6798100652,98125,3,425000.0,comprar
349,540000.0,1133000100,98125,4,425000.0,não comprar
350,336000.0,7663700551,98125,4,425000.0,comprar
351,538000.0,6414100025,98125,3,425000.0,não comprar
352,319000.0,5101407305,98125,3,425000.0,comprar
353,375000.0,8820902905,98125,3,425000.0,comprar
354,175000.0,5272200005,98125,3,425000.0,comprar
355,419950.0,8820900299,98125,3,425000.0,comprar
356,446000.0,6413600275,98125,5,425000.0,não comprar
357,469950.0,3834500417,98125,3,425000.0,não comprar
358,267000.0,3992700130,98125,3,425000.0,comprar
359,500000.0,2926049400,98125,3,425000.0,não comprar
360,390000.0,1787600224,98125,3,425000.0,comprar
361,368000.0,7663700759,98125,3,425000.0,comprar
362,294950.0,6855700080,98125,3,425000.0,comprar
363,404000.0,1837000010,98125,3,425000.0,comprar
364,630000.0,4077800029,98125,3,425000.0,não comprar
365,290000.0,8058500005,98125,3,425000.0,comprar
366,780000.0,4078300050,98125,5,425000.0,não comprar
367,342000.0,6381500635,98125,3,425000.0,comprar
368,285000.0,1787600094,98125,3,425000.0,comprar
369,625000.0,2726049169,98125,3,425000.0,não comprar
370,422000.0,6632300161,98125,3,425000.0,comprar
371,510000.0,2726049071,98125,3,425000.0,não comprar
372,489950.0,2726049071,98125,3,425000.0,não comprar
373,1000000.0,1453602360,98125,3,425000.0,não comprar
374,675000.0,4077800094,98125,3,425000.0,não comprar
375,235000.0,6381500170,98125,3,425000.0,comprar
376,365000.0,6381500170,98125,3,425000.0,comprar
377,400000.0,2926049408,98125,3,425000.0,comprar
378,300000.0,6381502155,98125,3,425000.0,comprar
379,399950.0,8820900670,98125,4,425000.0,comprar
380,1039000.0,3935900005,98125,5,425000.0,não comprar
381,375000.0,6412600005,98125,3,425000.0,comprar
382,470000.0,1566100010,98125,3,425000.0,não comprar
383,362000.0,1133000050,98125,3,425000.0,comprar
384,442500.0,9421500010,98125,3,425000.0,não comprar
385,460000.0,6413600151,98125,3,425000.0,não comprar
386,425000.0,8901000911,98125,3,425000.0,não comprar
387,369950.0,6413100122,98125,3,425000.0,comprar
388,385000.0,7715600050,98125,4,425000.0,comprar
389,466750.0,9259900010,98125,3,425000.0,não comprar
390,350000.0,1454100005,98125,3,425000.0,comprar
391,378500.0,1454100480,98125,4,425000.0,comprar
392,360000.0,4427100095,98125,3,425000.0,comprar
393,482500.0,4354700010,98125,4,425000.0,não comprar
394,467500.0,6868200029,98125,3,425000.0,não comprar
395,500000.0,8901000143,98125,5,425000.0,não comprar
396,630000.0,5101407250,98125,3,425000.0,não comprar
397,445500.0,3992700585,98125,4,425000.0,não comprar
398,575000.0,7156200005,98125,3,425000.0,não comprar
399,597000.0,6632300567,98125,3,425000.0,não comprar
400,614905.0,1133000144,98125,3,425000.0,não comprar
401,403250.0,9324800180,98125,3,425000.0,comprar
402,563000.0,4077800412,98125,3,425000.0,não comprar
403,270000.0,4427100025,98125,5,425000.0,comprar
404,445800.0,2926049221,98125,3,425000.0,não comprar
405,715000.0,4077800026,98125,5,425000.0,não comprar
406,560000.0,9324800450,98125,3,425000.0,não comprar
407,376500.0,6381500065,98125,5,425000.0,comprar
408,458000.0,6413100090,98125,4,425000.0,não comprar
409,400000.0,8820901415,98125,3,425000.0,comprar
410,659000.0,2568300266,98125,5,425000.0,não comprar
411,942000.0,1454100650,98125,3,425000.0,não comprar
412,354901.0,3448000410,98125,3,425000.0,comprar
413,463000.0,5101405465,98125,4,425000.0,não comprar
414,495000.0,5101405331,98125,3,425000.0,não comprar
415,420000.0,2044500142,98125,3,425000.0,comprar
416,399000.0,2126049096,98125,3,425000.0,comprar
417,357500.0,9455200596,98125,3,425000.0,comprar
418,525000.0,9455200205,98125,3,425000.0,não comprar
419,442500.0,3448001285,98125,5,425000.0,não comprar
420,688000.0,3935900093,98125,3,425000.0,não comprar
421,480000.0,2026049067,98125,4,425000.0,não comprar
422,375000.0,5272200040,98125,4,425000.0,comprar
423,296000.0,1453602284,98125,3,425000.0,comprar
424,431750.0,2026049097,98125,3,425000.0,não comprar
425,362500.0,6412100092,98125,3,425000.0,comprar
426,435000.0,2044500201,98125,4,425000.0,não comprar
427,445000.0,9455200790,98125,4,425000.0,não comprar
428,377500.0,6632300230,98125,3,425000.0,comprar
429,587450.0,9324800650,98125,4,425000.0,não comprar
430,330000.0,2744600040,98125,3,425000.0,comprar
431,350000.0,5101405604,98125,3,425000.0,comprar
432,395000.0,5101405604,98125,3,425000.0,comprar
433,281000.0,8822901301,98125,3,425000.0,comprar
434,635000.0,4077800590,98125,5,425000.0,não comprar
435,699950.0,4077800088,98125,5,425000.0,não comprar
436,460000.0,5101405340,98125,5,425000.0,não comprar
437,410000.0,3992700775,98125,4,425000.0,comprar
438,455000.0,8820903080,98125,3,425000.0,não comprar
439,436000.0,9324800455,98125,3,425000.0,não comprar
440,1360000.0,7352200100,98125,3,425000.0,não comprar
441,860000.0,1454600156,98125,4,425000.0,não comprar
442,1190000.0,7352200025,98125,4,425000.0,não comprar
443,440000.0,6415100410,98125,3,425000.0,não comprar
444,440000.0,2826049023,98125,3,425000.0,não comprar
445,467500.0,8820903555,98125,4,425000.0,não comprar
446,371000.0,4077800518,98125,3,425000.0,comprar
447,385000.0,6381500035,98125,3,425000.0,comprar
448,327000.0,6632300040,98125,3,425000.0,comprar
449,390000.0,3834000720,98125,3,425000.0,comprar
450,423500.0,3822200164,98125,3,425000.0,comprar
451,435000.0,2126049154,98125,3,425000.0,não comprar
452,435000.0,2832100910,98125,3,425000.0,não comprar
453,453000.0,1160000300,98125,3,425000.0,não comprar
454,396500.0,1787600165,98125,3,425000.0,comprar
455,574500.0,5101406384,98125,4,425000.0,não comprar
456,415000.0,3834000400,98125,3,425000.0,comprar
457,357000.0,1454100260,98125,3,425000.0,comprar
458,305000.0,2568300045,98125,2,425000.0,não comprar
459,649950.0,2568300045,98125,2,425000.0,não comprar
460,453500.0,5667100045,98125,5,425000.0,não comprar
461,525000.0,8901001090,98125,3,425000.0,não comprar
462,390000.0,6413100311,98125,5,425000.0,comprar
463,380000.0,3822200105,98125,3,425000.0,comprar
464,324500.0,2126049083,98125,3,425000.0,comprar
465,279000.0,4426600125,98125,3,425000.0,comprar
466,565000.0,6868200060,98125,3,425000.0,não comprar
467,401000.0,820000012,98125,3,425000.0,comprar
468,500000.0,2126049277,98125,3,425000.0,não comprar
469,369500.0,7663700783,98125,4,425000.0,comprar
470,460000.0,4073200575,98125,4,425000.0,não comprar
471,410000.0,1133000036,98125,3,425000.0,comprar
472,325000.0,6413600192,98125,3,425000.0,comprar
473,385000.0,7715600070,98125,3,425000.0,comprar
474,350000.0,3226049045,98125,3,425000.0,comprar
475,433000.0,2568800160,98125,3,425000.0,não comprar
476,475000.0,6411600370,98125,3,425000.0,não comprar
477,442500.0,1453602065,98125,4,425000.0,não comprar
478,740000.0,1454600116,98125,3,425000.0,não comprar
479,455000.0,2044500152,98125,4,425000.0,não comprar
480,349000.0,6414100732,98125,3,425000.0,comprar
481,527000.0,7434500127,98125,3,425000.0,não comprar
482,465000.0,5101408599,98125,3,425000.0,não comprar
483,477000.0,8901001290,98125,3,425000.0,não comprar
484,674000.0,3448002180,98125,3,425000.0,não comprar
485,450000.0,3992700070,98125,3,425000.0,não comprar
486,522500.0,2126049290,98125,3,425000.0,não comprar
487,600000.0,4077800376,98125,3,425000.0,não comprar
488,498000.0,8820902400,98125,3,425000.0,não comprar
489,285000.0,1560100135,98125,3,425000.0,comprar
490,451000.0,2826049200,98125,3,425000.0,não comprar
491,500000.0,4375700055,98125,5,425000.0,não comprar
492,458000.0,8901001170,98125,4,425000.0,não comprar
493,328500.0,1453600681,98125,3,425000.0,comprar
494,429950.0,4077800247,98125,3,425000.0,não comprar
495,495000.0,9421500160,98125,3,425000.0,não comprar
496,350000.0,3834000004,98125,3,425000.0,comprar
497,590000.0,4078300024,98125,3,425000.0,não comprar
498,438750.0,2826049117,98125,4,425000.0,não comprar
499,275000.0,3834000520,98125,3,425000.0,comprar
500,380000.0,3992700326,98125,4,425000.0,comprar
501,378000.0,5272200045,98125,3,425000.0,comprar
502,385000.0,3448002267,98125,4,425000.0,comprar
503,257500.0,3822200036,98125,3,425000.0,comprar
504,306888.0,2832100270,98125,3,425000.0,comprar
505,775000.0,3935900030,98125,3,425000.0,não comprar
506,687500.0,1455600045,98125,4,425000.0,não comprar
507,490000.0,3935900350,98125,5,425000.0,não comprar
508,650000.0,5418200340,98125,4,425000.0,não comprar
509,207000.0,3935900232,98125,2,425000.0,não comprar
510,237000.0,3935900232,98125,2,425000.0,não comprar
511,595000.0,2826049070,98125,3,425000.0,não comprar
512,585000.0,2568300210,98125,4,425000.0,não comprar
513,710000.0,1454600256,98125,3,425000.0,não comprar
514,370000.0,7663700772,98125,4,425000.0,comprar
515,456200.0,8820902700,98125,3,425000.0,não comprar
516,850000.0,4078300040,98125,3,425000.0,não comprar
517,325000.0,7663700531,98125,3,425000.0,comprar
518,518000.0,4077800438,98125,4,425000.0,não comprar
519,335500.0,8821900155,98125,3,425000.0,comprar
520,565000.0,7663700968,98125,3,425000.0,não comprar
521,500000.0,6414100482,98125,3,425000.0,não comprar
522,495000.0,9455200329,98125,3,425000.0,não comprar
523,324950.0,6632300477,98125,3,425000.0,comprar
524,337000.0,6414100133,98125,5,425000.0,comprar
525,315275.0,4375700065,98125,3,425000.0,comprar
